n,sigma_r,sigma_t,p,q,rep_no,dq_mean_rerr,dq_min_rerr,dq_max_rerr,dq_mean_terr,dq_min_terr,dq_max_terr,mat_mean_rerr,mat_min_rerr,mat_max_rerr,mat_mean_terr,mat_min_terr,mat_max_terr
100,5,0.05,1,0.5,0,1.1573530466263322,0.18737024200091373,3.0206770879636347,0.6541294397992743,0.07303389307586541,1.6889975047027281,0.3048948127721061,0.07640670295103859,0.6555371382044581,0.827131607657779,0.19768436965993808,2.0740640045306065
100,5,0.05,1,0.5,1,1.150775894130681,0.12690390406637778,2.894086284471457,0.6707043204209389,0.09842969674230641,1.3691444369959742,0.28606274980853846,0.07192765136234254,0.9831853224652817,0.8604656256352399,0.18295436253623382,1.853968529311075
100,5,0.05,1,0.5,2,1.1307719552759854,0.13776610904440886,2.549929225758017,0.6268034310383851,0.10224159656555454,1.9742533183841409,0.33810522277823823,0.06361920000499814,1.0860613377051773,0.7821192699568715,0.20954447906871135,2.0816466780557197
100,5,0.05,1,0.5,3,1.218670742261113,0.267435750063751,2.5153808330686878,0.6523603155102984,0.1523797587804716,1.6552803975107762,0.7162863713529543,0.30118047703093487,1.1064001611263226,0.8295589457711269,0.15412018030895405,1.8000737068649655
100,5,0.05,1,0.5,4,1.1157194119214093,0.15364194117452956,3.442365193003182,0.6219280839656482,0.18822979315720093,1.4655730834341483,0.37192154905437247,0.05998500532278527,0.7595653219821654,0.7854144957494452,0.16163555809151825,2.0211191591670468
100,5,0.05,1,0.5,5,1.116492103446449,0.10615693257600407,2.4072505972637206,0.6076163062306063,0.06800317703591321,1.3836560380326426,0.26734746514537927,0.028424957160864444,0.644916491727617,0.7530954771425789,0.1413522326870684,1.770329841189283
100,5,0.05,1,0.5,6,1.1088190240499491,0.11244558070648326,2.905240197888979,0.6281019018132884,0.16898523285991848,1.2862028873362654,0.3096610797994203,0.04078717250386563,0.8849477873438855,0.7980041546711267,0.21441118753134283,1.5643167956043758
100,5,0.05,1,0.5,7,1.156277804098646,0.12133383583177401,3.146797912811901,0.6308125773741943,0.09132599587917614,1.5700056014905943,0.2814479710628934,0.057596205099946056,0.6679133508931279,0.7839090470495468,0.14550162529276883,2.1279469046838013
100,5,0.05,1,0.5,8,1.1726639137661823,0.14659671175233757,2.807815833584216,0.6073303245317225,0.1082230895105306,1.366250608046532,0.28690937688534296,0.05360006211525131,0.8376451997775489,0.7866862049693437,0.1624068458715202,1.863581789947185
100,5,0.05,1,0.5,9,1.1379315980535558,0.11452706656371812,2.656979735628695,0.6502114170869795,0.07044157056217723,1.3302563955008773,0.362046959864357,0.10570028727750845,0.7036455798018637,0.8036782705609967,0.12601264635043669,1.7951527924554762
