n,sigma_r,sigma_t,p,q,rep_no,dq_mean_rerr,dq_min_rerr,dq_max_rerr,dq_mean_terr,dq_min_terr,dq_max_terr,mat_mean_rerr,mat_min_rerr,mat_max_rerr,mat_mean_terr,mat_min_terr,mat_max_terr
100,1,0,0.05,1.0,0,0.016704795182725087,0.0017030961809089925,0.04455358526660725,0.01069963904565955,0.0011361523775390804,0.029851866879450833,0.016852593339392184,0.0032555321282226393,0.04388147527491021,0.01038439633997973,0.0012316898719008924,0.029711631795559513
100,1,0,0.05,1.0,1,0.0722257250141762,0.015207130382971092,3.4094763732212416,0.06997785183999908,0.008023237543556156,3.327617819342731,0.05802405107031564,0.008320202066340043,2.1926720562636377,0.0465548854895536,0.005440153043927688,2.098712284198099
100,1,0,0.05,1.0,2,0.13272642897691658,0.005234690579020418,5.795138069668854,0.06994868659661149,0.019589300669013272,2.3632621515050167,0.1301792854952163,0.029644620744633032,4.2378238613288985,0.2015856055822936,0.07451469545342342,6.038562379674309
100,1,0,0.05,1.0,3,0.10224387328202536,0.0227580334858949,2.566814278448631,0.07962438926825309,0.019997536151351317,1.9188367372558337,0.7826089007547907,0.6646730893829057,5.857336335942649,0.1405578404122468,0.04235405479414429,5.90347960690043
100,1,0,0.05,1.0,4,0.020550493998858464,0.0025625545331066945,0.0669859174236592,0.011164244682110034,0.0025006073618985625,0.05124398130105674,0.02253723060486124,0.003398623479795606,0.06598169306332527,0.010608926755717925,0.002056472672349566,0.0506359508988032
100,1,0,0.05,1.0,5,0.0209349676304509,0.0018367965190597868,0.08010077001347493,0.015377884563612507,0.0018010833567134012,0.06761555430229542,0.021101852964384354,0.0034583606686646143,0.079216946937396,0.015109985929011254,0.001253513349342804,0.06958983660672341
100,1,0,0.05,1.0,6,0.0194259521862286,0.0037330554649821026,0.04759619855686177,0.011975418325067783,0.001714272425151509,0.035769416349262645,0.01792297786653994,0.0024405880093412054,0.05351365584961098,0.011048941024459961,0.0021093886646264947,0.03668613541930821
100,1,0,0.05,1.0,7,0.018899370719622114,0.004111444832656199,0.05577908069174328,0.014269228173697817,0.001927337897021374,0.06177575731638532,0.018951502197207294,0.0033252378887063143,0.05457597510615466,0.014265356126668126,0.0022540492062052267,0.06095022182086712
100,1,0,0.05,1.0,8,0.019043877485411916,0.0028711872061952717,0.07351576835678206,0.013454149620109136,0.0020766355615453127,0.10378723475483388,0.019752895031410624,0.003761911633544065,0.08837978271584088,0.013063769430106141,0.0006353952445042036,0.10448136347129514
100,1,0,0.05,1.0,9,0.01697442000339833,0.002802814338955047,0.0633826731852352,0.013668567163834583,0.002369455479234721,0.04140109130963552,0.017880114335747974,0.003711274651285253,0.05556075515775416,0.013277218775655792,0.0013335713009581425,0.04131899269736943
100,1,0,0.05,1.0,10,0.01595002575908863,0.0015611074836436548,0.041688236078653185,0.01216582884385642,0.0025812024392891215,0.06264260975631297,0.016142075921481525,0.003789469116278999,0.04168788248203316,0.012188005587384823,0.0022732097355574895,0.06364104571984663
100,1,0,0.05,1.0,11,0.040982712181607726,0.0055149788871299114,1.6760084767392471,0.0575379221363032,0.006950782019132523,2.7825338969382867,0.1223105850255985,0.039586688634566526,4.377030109906282,0.06088120196547683,0.013057191582541585,2.928252113256328
