n,sigma_r,sigma_t,p,q,rep_no,dq_mean_rerr,dq_min_rerr,dq_max_rerr,dq_mean_terr,dq_min_terr,dq_max_terr,mat_mean_rerr,mat_min_rerr,mat_max_rerr,mat_mean_terr,mat_min_terr,mat_max_terr
100,1,0.01,0.05,1.0,24,0.018493944910369202,0.0044717032494165825,0.061403130837839666,0.016883191653273184,0.0022086213368714843,0.0455319598058755,0.03083524224442935,0.01045816053848802,0.0752303666894646,0.015985355296251617,0.003947512333184575,0.046357937531379866
100,1,0.01,0.05,1.0,25,0.10533957382754756,0.00988618693296592,5.732989837429326,0.07289327247149342,0.006042773175302638,3.2846170611567778,0.3896097730082368,0.26003658648869904,5.825691605100381,0.08874460688342092,0.005184957211606613,3.992306044854458
100,1,0.01,0.05,1.0,26,0.07075642669234308,0.012570826796214027,3.516690342348632,0.11336985369151145,0.03206901690254998,5.567679233248238,0.1469974219421834,0.05243031024539144,4.827477484283385,0.0647231133153197,0.02057550552255665,3.029869399471395
100,1,0.01,0.05,1.0,27,0.032776516503851424,0.004357920060739007,0.8740926468084398,0.03387780140432053,0.0013990118257353203,1.3047215646950965,0.11685453587128757,0.038780591555651396,4.860908225305922,0.04405718067303823,0.0018573708472135774,1.9782244678017902
100,1,0.01,0.05,1.0,28,0.0574871237021401,0.005865082852819137,2.684211452290014,0.052592136657333075,0.008183736287939723,2.425948328714554,0.05007635130302903,0.007246055679793483,1.65687624724837,0.8305896893734317,0.39592836687354743,41.51673378265662
100,1,0.01,0.05,1.0,29,0.0858468464970762,0.011934166079024562,4.6213400833294,0.051048609880264585,0.0070668919335726554,2.3449846083312647,0.09902084913633087,0.025927743663269488,5.005796526023521,0.08696081690875417,0.025570777591864605,4.21398031001576
100,1,0.01,0.05,1.0,30,0.018792886007081393,0.0017060330422687,0.07996803408613516,0.01866270128907451,0.003717910536397684,0.09048971254939006,0.018309458117397957,0.0011635562698488241,0.08438681915622505,0.016444861550002386,0.002519954998979207,0.09289071039469454
100,1,0.01,0.05,1.0,31,0.08744431471275105,0.014685518670741516,4.655328396180067,0.0706531303004248,0.013756967660820853,3.3848210579976454,0.08167544501544251,0.01652372132343669,4.065198575853305,0.0604371536939641,0.009172097820477463,2.860966932012388
100,1,0.01,0.05,1.0,32,0.02068455176380616,0.0017455813912548004,0.05617910328853212,0.015919269754723256,0.0018018761799953069,0.08553466495052255,0.019912944895550823,0.0032575350698298105,0.058319941653095876,0.01574425502805469,0.0010448027890199477,0.08674856802533536
100,1,0.01,0.05,1.0,33,0.10635834886348172,0.019549606653298614,6.2149824466232655,0.06134562882752965,0.009666981983923548,2.8390359641254417,0.09922821771599712,0.02999863367663738,4.482609610473023,0.07982997817115196,0.01421818125758797,3.8015255816853313
100,1,0.01,0.05,1.0,34,0.023024760693338718,0.004926679889098236,0.11469649889943845,0.019874983636333828,0.00288839598819155,0.0872917452720892,0.07168267126677229,0.047675899874254246,0.13122241856940084,0.02028206420283061,0.0021201606764027457,0.09305832020928
100,1,0.01,0.05,1.0,35,0.017550140386600476,0.003563530244197326,0.062052489481946485,0.014170383390449076,0.003178934909726986,0.042843177605283486,0.017535229801754794,0.003030981974056104,0.06366906092790219,0.01417697190124555,0.003194119435932869,0.04339348308040149
100,1,0.01,0.05,1.0,36,0.017357452447445902,0.0030935390911522244,0.04399511425577394,0.016083094008477048,0.0039597934568104745,0.06972745011754325,0.017728128210516697,0.0024355746420384318,0.043966330945797744,0.015658154480097983,0.0029531596856974766,0.06649122099997015
100,1,0.01,0.05,1.0,37,0.018294566867194762,0.0010070532537924972,0.054748140208242174,0.016766265894306204,0.0021429757885438835,0.06758738938237967,0.01811210259585984,0.0011656577609686178,0.05292042254849502,0.016797598910213322,0.0019214341361989146,0.06722483340204782
100,1,0.01,0.05,1.0,38,0.02112618666213059,0.003927677667990317,0.05423629567076282,0.015648622202307574,0.001159718837969687,0.0531704538196235,0.025258025334312397,0.006746456394953385,0.06298699400094913,0.015631195768264407,0.0012168752840700059,0.05284584803693167
100,1,0.01,0.05,1.0,39,0.09866521223223688,0.01915602095369436,5.491771479994903,0.05471180870126632,0.009177001354545734,2.549540412658492,0.14084098268224265,0.04585374116983357,5.240520708392763,0.13395035266915953,0.037421322589254784,6.630947369684998
100,1,0.01,0.05,1.0,40,0.08891335882548143,0.019845297872416026,4.791975550455901,0.051808389726603975,0.010171508234210622,2.3332958351584363,0.1498337938645994,0.06874482567357766,5.466701068112247,0.037592015120731535,0.008126765771130326,1.6095478846726512
100,1,0.01,0.05,1.0,41,0.02107045633858619,0.002998217839787494,0.0978349591186856,0.016880368136748477,0.0022902810221156968,0.07557094235756186,0.02109710492382158,0.0024410624136646576,0.1006741565544806,0.016809009867554126,0.0044378583749787055,0.07539679358399344
100,1,0.01,0.05,1.0,42,0.06461766983826596,0.013192647881835976,1.5253805114314454,0.044306929013693166,0.009203098982603311,0.971198596485066,0.255803172543946,0.12952868533060494,5.111180605969714,0.11189872093947613,0.022015355080482926,4.990681473365887
100,1,0.01,0.05,1.0,43,0.01712586814017149,0.002675964656083888,0.07631013496951952,0.014695733941515328,0.0005532298287913398,0.04883853402728256,0.018340214961839536,0.002051007033757235,0.07983628790304026,0.014848433068680842,0.0009414019853397531,0.05158071691918447
100,1,0.01,0.05,1.0,44,0.016726810641454926,0.0024631778657280283,0.07056814026634745,0.017272410997799772,0.003060604587232565,0.084511870738788,0.0175739543277906,0.0029231232672362406,0.0747979691851651,0.017006157598717295,0.0025821954412651397,0.0845967491958302
100,1,0.01,0.05,1.0,45,0.018965964381864125,0.003653737237978062,0.09996550247195586,0.016333619785086673,0.004500338050921703,0.04803862271537149,6.249563649559894,6.21527507034062,6.2808337541370465,0.016152526554784642,0.0023178691096423496,0.045547047363994106
100,1,0.01,0.05,1.0,46,0.18052092962050328,0.034056107507555146,6.2388688454438315,0.10838009821661178,0.017355055136721375,5.078851451747743,0.11769451528441997,0.024187519558546297,3.8569227843625993,0.0935823222913702,0.005177072084812524,4.42156264707643
100,1,0.01,0.05,1.0,47,0.09006226580766011,0.021655404947364818,4.86314859233644,0.05926292076682817,0.0038192813940266953,2.7624136445682694,0.10444999854958746,0.02809576813539573,4.885669682495582,0.04585503915683619,0.00927318536817536,2.0308779198462794
100,1,0.01,0.05,1.0,48,0.15473270535576417,0.015950838532616512,3.4365096995475573,0.09677878343807182,0.016347022407563975,1.8056550594074092,0.5950833405177829,0.46350008292728007,5.515118156757679,0.12256320909579267,0.0237627183644152,2.9240026581782583
100,1,0.01,0.05,1.0,49,0.020441311309971896,0.003103182510434598,0.081282376445385,0.015112733872053773,0.0014085088456931801,0.04686955861176661,0.02048639391147343,0.00195767421192963,0.08024906655569161,0.015149145471418081,0.003069429818910936,0.046163846252494506
100,1,0.01,0.3,1.0,0,0.005913236621351341,0.0008055320707314763,0.01345497035698981,0.005183734015208846,0.0005740808437650376,0.011606332032629483,0.0060142105844414,0.0008815147101249887,0.013271434790997622,0.005179930639158297,0.000631308773631662,0.011647814201684262
100,1,0.01,0.3,1.0,1,0.005974279476666297,0.0007382340882129305,0.014644854266457768,0.004796575059632526,0.0011323007992688685,0.011980655200118217,0.007548149769326274,0.0006867018306086416,0.01899848736345423,0.004788295305475916,0.0011228155177410977,0.011995498309271779
100,1,0.01,0.3,1.0,2,0.005735701906797099,0.00043276138674884864,0.011480248040670495,0.005289860639538775,0.0011655526738220364,0.013420002383792345,0.0057493368910693406,0.0006008399712134132,0.011618294085458575,0.005287559353701827,0.00116246434731284,0.013442656281261291
100,1,0.01,0.3,1.0,3,0.006236607288840109,0.00107886692732986,0.014732708196874977,0.0048249558692094185,0.00066978092760608,0.011938673270141784,0.006778652103725783,0.002100690265442707,0.015521257630426326,0.004817590124741199,0.0006242935826875485,0.01195202996257156
100,1,0.01,0.3,1.0,4,0.006584895758630631,0.0012186299975922678,0.017921816178776164,0.005125394482652032,0.0012309528393783047,0.010561192503248188,0.00665166615636661,0.0018543439923468673,0.01748091713748633,0.005125324764415322,0.001178506043857837,0.010463988490662806
100,1,0.01,0.3,1.0,5,0.006055434875862021,0.0006835240813385098,0.014197909689540782,0.004857038492963392,0.0005106980567704719,0.011709943811988062,0.006096680113403261,0.001010046191011737,0.014025833507778675,0.004855772930059654,0.00043327100282257837,0.011662325179777335
100,1,0.01,0.3,1.0,6,0.006185467276822513,0.0006357947872841987,0.01477923594585247,0.005090877040344317,0.001107356090539113,0.01498068975937533,0.0062957741096238695,0.0012449648016855685,0.01479643093243835,0.005087497706010192,0.0011942386980921,0.014917756305250066
100,1,0.01,0.3,1.0,7,0.005889814658364967,0.001090602894134371,0.0136861546492479,0.005838491074534432,0.0019072639821949623,0.0170757500758473,0.0142618971704907,0.004300050224345373,0.02338942171836552,0.005850508669674534,0.0018657973305627913,0.017200175346336163
100,1,0.01,0.3,1.0,8,0.006048745268874699,0.0011853117611870967,0.014755458866084,0.004603361316366602,0.000663598388090183,0.009932626647417547,0.006593161001600773,0.001050210735657262,0.016190767919016778,0.004597306654824529,0.0007088076642400624,0.00989806571628897
100,1,0.01,0.3,1.0,9,0.006000065290991619,0.0004804036579024858,0.011203568464149237,0.004864869726018725,0.0006744217496477022,0.014888601919513154,0.006023260868994799,0.0008761864149552409,0.011636517526594512,0.0048664067010321535,0.0005041058270328475,0.014864168296944508
100,1,0.01,0.3,1.0,10,0.005389886294359341,0.0008462921436211365,0.014031612056534784,0.005028325360941257,0.0008855159952984913,0.011512844168313925,0.005393140894525067,0.0005149240567467738,0.013984002014177498,0.00502736595654945,0.0008238188115199245,0.011460017482497411
100,1,0.01,0.3,1.0,11,0.005773135445430475,0.0008486543410933325,0.011646816921460126,0.005325692872944695,0.0010999108119263057,0.012340415642169082,0.005806355783469318,0.0009739491176658729,0.012067210260133352,0.005330611527908449,0.001126725755738213,0.012408420344775493
100,1,0.01,0.3,1.0,12,0.0058120688650875225,0.0014543140658809515,0.013787557161870093,0.004970340413916865,0.0006997920952231437,0.011879674977262167,0.005812605214810772,0.0014593614745180383,0.013898995993076296,0.004968475741308138,0.00070036413167058,0.011844617387727973
100,1,0.01,0.3,1.0,13,0.00670550165183516,0.001617032897654381,0.015383269508851011,0.005423821003525385,0.0013065040604831211,0.013762118711933212,0.006811203760547259,0.0008963812782709933,0.01582489895027419,0.005419762965361302,0.001242945672177835,0.013804616308274571
100,1,0.01,0.3,1.0,14,0.005758584266021426,0.0005291305377335333,0.011968383030238233,0.004962436808783604,0.0008942869493389078,0.012489274822688436,0.00588870598637487,0.0012209812925036698,0.012400569307323328,0.004971431460614861,0.0008754481705003788,0.012508258027830172
100,1,0.01,0.3,1.0,15,0.0060353099613039566,0.0014069739980484522,0.015867880651202947,0.004915697291779077,0.0007865027449640596,0.018470542708994796,0.006039181914330464,0.0016077633841227509,0.015784780087719327,0.004913092080598709,0.000797297111312928,0.01845036953843075
100,1,0.01,0.3,1.0,16,0.006204496034923812,0.000913159164072986,0.013589984116286823,0.005197281646284998,0.0009331880286473643,0.013066893881061538,0.0062189039811263915,0.001296885668512687,0.014357375107916077,0.0051969642436695725,0.0008940164896041489,0.013059984348205884
100,1,0.01,0.3,1.0,17,0.006256185049332233,0.000638680594344738,0.014149070435459144,0.005218055760003639,0.0011928575493058298,0.014706099536362146,0.006466763920983518,0.0017478138084617207,0.015784442602486164,0.0052235566005835775,0.0011862909532053367,0.014675993468856336
100,1,0.01,0.3,1.0,18,0.006156888326061113,0.0009929190568838456,0.015166413886217511,0.004873595096524221,0.00030864648178738374,0.012816053405080848,0.009776522032654894,0.0019739391653023773,0.018719122175567593,0.004873211409764761,0.0003498286003898687,0.012792526312157347
100,1,0.01,0.3,1.0,19,0.006193603107609658,0.0015344073380841592,0.014951517321680863,0.0051670984217835345,0.001282992199070928,0.011089952554421243,0.006243254850626875,0.0010087719171288703,0.015341430012005709,0.005167855769809077,0.0012331192098918918,0.011113852536630307
100,1,0.01,0.3,1.0,20,0.005232923595638716,0.0006481302021380585,0.012756170239459788,0.0053334960856600356,0.0011398888685535515,0.016701289824772866,0.005294684388694989,0.0010618251973214855,0.012738541025890114,0.005328018971412294,0.0011234040413940888,0.016647666016831954
100,1,0.01,0.3,1.0,21,0.00604719855027644,0.0010438117432156337,0.014519562265627879,0.005629593211101403,0.001239498516335686,0.012895858867832727,0.0060576141541237635,0.0007815654783231011,0.014764927557354427,0.005634321896621308,0.0011945925954958267,0.012934687148596321
100,1,0.01,0.3,1.0,22,0.005795983688698563,0.0004421790256339491,0.014148733203479636,0.005316807010624215,0.0006125094238107004,0.011300578144387249,0.005816424256711905,0.0003272995308603073,0.01419522041792005,0.005320050542215175,0.0005309644765550299,0.011314054119154565
100,1,0.01,0.3,1.0,23,0.0057757195880189394,0.0010652230013239645,0.013159058251589953,0.0048970358240552165,0.0007858967279919457,0.014815859880663976,0.005803814107676782,0.0014703529375401363,0.01316409267703855,0.004897292950996298,0.0008018765296225804,0.01479310051615089
100,1,0.01,0.3,1.0,24,0.0060694736669232386,0.0004285509927309736,0.013369180480134565,0.005316245924734284,0.0016974842989429535,0.013318463617383586,0.006725247743421625,0.002111815457408771,0.013811981944608486,0.005312579184585478,0.001719912778350959,0.013365355065444727
100,1,0.01,0.3,1.0,25,0.006181791332729011,0.0018460164272462456,0.01251464808867991,0.005371444643961231,0.0007850047477722237,0.021567830048016687,0.006195143591375422,0.001561948876961869,0.012711209188980936,0.005362539098445143,0.0007628017957180197,0.02141731429407369
100,1,0.01,0.3,1.0,26,0.005927637427944344,0.0012591467097520222,0.01300243015366675,0.004889995466256399,0.0005398278659418665,0.023014333034715256,0.005972825059738902,0.0014387282656604672,0.013071148800603068,0.004884602641808682,0.0005862067103721423,0.022919237013876947
100,1,0.01,0.3,1.0,27,0.006236368841943625,0.0013848106394269057,0.01717554684703738,0.005169298021136368,0.0012572420626437667,0.012344230354789152,0.013427083027639777,0.006508641762696325,0.023897293673245706,0.0051667634063993695,0.0012304646455903925,0.01228746275380201
100,1,0.01,0.3,1.0,28,0.006126099905162976,0.001925640581088194,0.01224922544211983,0.00529630305216815,0.0003167510292239737,0.013861765362865559,0.0063907481612191855,0.001162347307263128,0.011886461975933734,0.005295966012023534,0.0002929372096268432,0.013899932966081295
100,1,0.01,0.3,1.0,29,0.005739652091949849,0.0016672512495160842,0.013204208203432025,0.005203562046527078,0.0010362245324115576,0.013754055212899918,0.005746452895471291,0.0014273917990707946,0.013253048171668304,0.005200936755149952,0.0009941028819904065,0.013869042862034513
100,1,0.01,0.3,1.0,30,0.0061618842865492195,0.00038295908255319355,0.015394955308159838,0.005026793427006826,0.0007827426225632399,0.01284935239142895,0.006321977926097912,0.0006488833285066817,0.01653928179225426,0.005026502380639644,0.000799766675079569,0.012747816548496051
100,1,0.01,0.3,1.0,31,0.006161018884632605,0.0005789224747545818,0.012697579929248047,0.005295291459569422,0.0009255657594813566,0.013220602138401658,0.006274646707540778,0.00047906555078606875,0.013246394654720143,0.005305449528157051,0.0009377727869982329,0.013206473337804624
100,1,0.01,0.3,1.0,32,0.006055146696313437,0.0007785396697046788,0.014288074788772368,0.004843426075283084,0.0012762553272933335,0.012387183930124486,0.0061965554631608355,0.0015984250978504633,0.013476277237894296,0.004831486734138602,0.0012950353194705094,0.01247257991386122
100,1,0.01,0.3,1.0,33,0.005796983050479419,0.000253848547889199,0.013970550563082884,0.005177404542681604,0.0005211111630187263,0.012217776492126685,0.005957203528363947,0.0012189175366232963,0.013629151608784577,0.0051759374493241415,0.0005607424648448024,0.012213058104238
100,1,0.01,0.3,1.0,34,0.006126795687300939,0.001783744498363007,0.020985980509066568,0.0049989255928073045,0.0009721707589403486,0.01428072366579751,0.006163629765224514,0.001573468962035449,0.02057246928773704,0.004996892746412551,0.0009214742488460947,0.014248770217887773
100,1,0.01,0.3,1.0,35,0.005774561593099342,0.0016747281784807134,0.013303511937081068,0.004973592917183811,0.0009244740312482353,0.011600214549875983,0.00603290715917952,0.0016231969603899266,0.014000661807176224,0.004979020101859284,0.0009122663965835138,0.011519451349862922
100,1,0.01,0.3,1.0,36,0.005899087280931893,0.0013501864742375108,0.01141559845255184,0.005226807870201077,0.00040018364788468376,0.010993321665408489,0.005901466351892917,0.0012599385615816492,0.011383551901157715,0.005216096925631039,0.00032339355506176104,0.010958362719993262
100,1,0.01,0.3,1.0,37,0.006265452440270461,0.001513692388068881,0.014439625392849414,0.0052973733364112055,0.0013472367122124298,0.013422131908865449,0.008110167320009996,0.0010712456762418277,0.016477535846470874,0.005292343095391838,0.001227325129164659,0.013416786307193288
100,1,0.01,0.3,1.0,38,0.005917397848709666,0.0010773223689950482,0.011821741277409935,0.005441348956626846,0.0010784501376691926,0.012963912481228848,0.0069986895111291995,0.0015550786160621517,0.015379909251854314,0.005440930322473051,0.0010503562911938103,0.012943498881399293
100,1,0.01,0.3,1.0,39,0.005868568753933136,0.0007809051682006145,0.015703367623198065,0.00498713303551768,0.0012209428985660783,0.015571606663549318,0.0059195553268636195,0.0002577465772144999,0.016225908017101116,0.00498723589630559,0.0012563733935973536,0.015534508069399433
100,1,0.01,0.3,1.0,40,0.006004684448286951,0.00039911198550444504,0.011526323755729838,0.004731350890757974,0.000637887920688783,0.012449509538774857,0.006055959500304342,0.0006596297686740297,0.011893247919338623,0.004729715754571387,0.0006568206591608691,0.01235591662936768
100,1,0.01,0.3,1.0,41,0.00610302184387984,0.0015412270640579853,0.014958341855461826,0.004728685782592156,0.0005725400427046844,0.009995529833830584,0.00621157465643,0.0017858763731581876,0.015440401694121048,0.004719380149080113,0.000574249458670047,0.01001534956294391
100,1,0.01,0.3,1.0,42,0.005830697981432894,0.0016361956093443415,0.013740467761737497,0.00503505153211847,0.001317230932832199,0.014011043564381657,0.00589621293003397,0.0007247947196056754,0.014337131626149137,0.0050401966640845515,0.0013193784432576768,0.014056104627185427
100,1,0.01,0.3,1.0,43,0.00631729268178346,0.0010522782181356673,0.01467257405579612,0.0047169387469184155,0.0007084561060008178,0.015061554333120111,0.006591089599875311,0.0008033425474246577,0.016881625397474703,0.004716212162717421,0.0007315778669932825,0.015080037601319669
100,1,0.01,0.3,1.0,44,0.005884443350039503,0.0016431194627764389,0.012226071604803927,0.004470624991966479,0.000826117116635875,0.010974631411731266,0.005890592670381999,0.0015734718656745781,0.012092760314709856,0.004460879312979385,0.0007964223284662332,0.010984668621367578
100,1,0.01,0.3,1.0,45,0.005916559884786535,0.0016642493015166118,0.014099277332967177,0.0047594077945511196,0.0011048402433898865,0.011502816559796446,0.00892709897572175,0.0022542119196064738,0.017807681027071868,0.004765827308998124,0.0011291571064067417,0.011510345566322983
100,1,0.01,0.3,1.0,46,0.0066754982104719795,0.000840762690714695,0.015002402369138022,0.005228042645340417,0.001106857617491462,0.010761008666389795,0.006678138065501378,0.0004858181588833593,0.015694087090608395,0.0052224286142117295,0.0010663111337921838,0.010689348242494581
100,1,0.01,0.3,1.0,47,0.00593451994554787,0.00043675725616381495,0.01407594592289567,0.004951672386658731,0.0006770720540485832,0.015988713720010886,0.005949136173117343,0.0006044040953472085,0.014531765367071845,0.004959038727713605,0.0006846184506639694,0.016077361166502144
100,1,0.01,0.3,1.0,48,0.006054163411396522,0.0008547066114009165,0.012832655311156868,0.005182727186747454,0.0012402846570556964,0.017459389455291685,0.006279705345996289,0.0013360301068520073,0.014032587589239132,0.00518209211991298,0.001251037340788973,0.017449735167484624
100,1,0.01,0.3,1.0,49,0.006281313672044506,0.0006791625276899153,0.013354142918321729,0.004838838618740718,0.00048817099179711444,0.013228913279491272,0.006343592026486809,0.001502623194609114,0.013408504763130935,0.004840638791764749,0.0004694757053578137,0.013197119951630625
100,2,0.02,0.05,1.0,0,0.030366076782254267,0.005594459062681501,0.07997388308677628,0.026657908251323175,0.004021751660503259,0.08501039059930245,0.0327211022560409,0.0048339898444079476,0.08535622806901452,0.026615979261236822,0.003091069084220467,0.08579578375840131
100,2,0.02,0.05,1.0,1,0.0326968131799454,0.008843548639747734,0.13326538090953566,0.028320658462878127,0.006449857567885554,0.06824019159898087,0.03340489930961324,0.004888198512242826,0.1328345722672879,0.028291129664421377,0.007188257576116356,0.0691500152786619
100,2,0.02,0.05,1.0,2,0.09143036700089198,0.007720564541815848,4.2386870621253845,0.05563546369344368,0.0052539884572185445,2.1337541056299933,0.1448102515989217,0.04467497794696491,4.363770567304243,0.05450572918726882,0.006434522079356951,1.994182651471884
100,2,0.02,0.05,1.0,3,0.10861177066422158,0.012340876482343091,4.612144317943604,0.1185344886352566,0.008746327946518414,3.3073371384982457,0.2217037455867898,0.04566132542131346,5.38807477296418,0.09637631685139324,0.00781748084858744,2.8479132258386928
100,2,0.02,0.05,1.0,4,0.12917140221801554,0.004445478394098443,5.06334326743737,0.06281620319817419,0.006280312356378984,1.784525206373571,0.5755994172023383,0.40183311123833826,6.1634039166575505,0.10962927233637723,0.015403381660776948,4.101966917354899
100,2,0.02,0.05,1.0,5,0.1655797440456414,0.020155209301674734,5.8679492323836495,0.13035197395277545,0.02231907072304988,4.025740322532549,0.19982738829183788,0.03167940180863264,5.887521770215002,0.4324483934971841,0.13971587520202566,19.203670756088645
